,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIODE_FACTURATION,DAILY_CONSUM,NB_INVOICES_SITE
18638,0300BB,2018-01-05,2018-05-31,882,"98,89",146,6.041095890410959,35
18639,0300BB,2018-01-06,2018-06-30,889,"99,49",175,5.08,35
18640,0300BB,2018-01-07,2018-07-31,943,"104,12",205,4.6,35
18641,0300BB,2018-01-08,2018-08-31,1040,"112,29",235,4.425531914893617,35
18642,0300BB,2018-01-09,2018-09-30,851,"97,00",264,3.2234848484848486,35
18643,0300BB,2018-01-10,2018-10-31,864,"98,09",294,2.938775510204082,35
18644,0300BB,2018-01-11,2018-11-30,881,"99,51",323,2.7275541795665634,35
18645,0300BB,2018-01-12,2018-12-31,992,"108,95",353,2.810198300283286,35
18646,0300BB,2019-01-01,2019-01-31,1034,"111,44",30,34.46666666666667,35
18647,0300BB,2019-01-02,2019-02-28,845,"96,00",57,14.824561403508772,35
18648,0300BB,2019-01-03,2019-03-31,882,"99,10",87,10.137931034482758,35
18649,0300BB,2019-01-04,2019-04-30,833,"95,10",116,7.181034482758621,35
18650,0300BB,2019-01-05,2019-05-31,864,"97,63",146,5.917808219178082,35
18651,0300BB,2019-01-06,2019-06-30,929,"102,97",175,5.308571428571429,35
18652,0300BB,2019-01-07,2019-07-31,956,"105,18",205,4.663414634146341,35
18653,0300BB,2019-01-08,2019-08-31,965,"105,91",235,4.1063829787234045,35
18654,0300BB,2019-01-09,2019-09-30,857,"97,07",264,3.246212121212121,35
18655,0300BB,2019-01-10,2019-10-31,862,"113,34",294,2.931972789115646,35
18656,0300BB,2019-01-11,2019-11-30,836,"110,51",323,2.588235294117647,35
18657,0300BB,2019-01-12,2019-12-31,973,"122,71",353,2.7563739376770537,35
18658,0300BB,2020-01-01,2020-01-31,996,"146,56",30,33.2,35
18659,0300BB,2020-01-02,2020-02-29,878,"133,34",58,15.137931034482758,35
18660,0300BB,2020-01-03,2020-03-31,921,"138,86",88,10.465909090909092,35
18661,0300BB,2020-01-04,2020-04-30,852,"131,12",117,7.282051282051282,35
18662,0300BB,2020-01-05,2020-05-31,871,"133,80",147,5.925170068027211,35
18663,0300BB,2020-01-06,2020-06-30,864,"131,83",176,4.909090909090909,35
18664,0300BB,2020-01-07,2020-07-31,860,"129,47",206,4.174757281553398,35
18665,0300BB,2020-01-08,2020-08-31,813,"124,55",236,3.444915254237288,35
18666,0300BB,2020-01-09,2020-09-30,790,"121,49",265,2.981132075471698,35
18667,0300BB,2020-01-10,2020-10-31,1207,"163,17",295,4.091525423728814,35
18668,0300BB,2020-01-11,2020-11-30,1192,"121,76",324,3.6790123456790123,35
18669,0300BR,2018-01-01,2018-01-31,1813,"203,90",30,60.43333333333333,35
18670,0300BR,2018-01-02,2018-02-28,1652,"186,57",57,28.982456140350877,35
18671,0300BR,2018-01-03,2018-03-31,1822,"204,74",87,20.942528735632184,35
18672,0300BR,2018-01-04,2018-04-30,1785,"200,71",116,15.387931034482758,35
18673,0300BR,2018-01-05,2018-05-31,1863,"208,94",146,12.76027397260274,35
18674,0300BR,2018-01-06,2018-06-30,1823,"204,54",175,10.417142857142856,35
18675,0300BR,2018-01-07,2018-07-31,1886,"211,36",205,9.2,35
18676,0300BR,2018-01-08,2018-08-31,1928,"215,68",235,8.204255319148936,35
18677,0300BR,2018-01-09,2018-09-30,1789,"202,43",264,6.776515151515151,35
18678,0300BR,2018-01-10,2018-10-31,1842,"208,10",294,6.26530612244898,35
18679,0300BR,2018-01-11,2018-11-30,1770,"200,34",323,5.479876160990712,35
18680,0300BR,2018-01-12,2018-12-31,1815,"205,21",353,5.141643059490085,35
18681,0300BR,2019-01-01,2019-01-31,1818,"200,71",30,60.6,35
18682,0300BR,2019-01-02,2019-02-28,1649,"182,96",57,28.92982456140351,35
18683,0300BR,2019-01-03,2019-03-31,1828,"201,70",87,21.011494252873565,35
18684,0300BR,2019-01-04,2019-04-30,1779,"196,48",116,15.336206896551724,35
18685,0300BR,2019-01-05,2019-05-31,1839,"202,80",146,12.595890410958905,35
18686,0300BR,2019-01-06,2019-06-30,1878,"206,48",175,10.731428571428571,35
18687,0300BR,2019-01-07,2019-07-31,1911,"213,06",205,9.321951219512195,35
18688,0300BR,2019-01-08,2019-08-31,1949,"215,66",235,8.293617021276596,35
18689,0300BR,2019-01-09,2019-09-30,1809,"197,06",264,6.8522727272727275,35
18690,0300BR,2019-01-10,2019-10-31,1864,"202,41",294,6.340136054421769,35
18691,0300BR,2019-01-11,2019-11-30,1786,"194,35",323,5.529411764705882,35
18692,0300BR,2019-01-12,2019-12-31,1814,"197,28",353,5.138810198300283,35
18693,0300BR,2020-01-01,2020-01-31,1812,"234,12",30,60.4,35
18694,0300BR,2020-01-02,2020-02-29,1707,"221,17",58,29.43103448275862,35
18695,0300BR,2020-01-03,2020-03-31,1761,"226,81",88,20.011363636363637,35
18696,0300BR,2020-01-04,2020-04-30,1733,"223,35",117,14.811965811965813,35
18697,0300BR,2020-01-05,2020-05-31,1793,"230,72",147,12.197278911564625,35
18698,0300BR,2020-01-06,2020-06-30,1750,"226,07",176,9.943181818181818,35
18699,0300BR,2020-01-07,2020-07-31,1867,"239,99",206,9.063106796116505,35
18700,0300BR,2020-01-08,2020-08-31,1892,"240,16",236,8.016949152542374,35
18701,0300BR,2020-01-09,2020-09-30,1817,"231,03",265,6.856603773584905,35
18702,0300BR,2020-01-10,2020-10-31,1838,"233,59",295,6.230508474576271,35
18703,0300BR,2020-01-11,2020-11-30,1745,"222,27",324,5.385802469135802,35
18704,0300KO,2018-01-01,2018-01-31,776,"100,10",30,25.866666666666667,35
18705,0300KO,2018-01-02,2018-02-28,773,"99,73",57,13.56140350877193,35
18706,0300KO,2018-01-03,2018-03-31,768,"99,13",87,8.827586206896552,35
18707,0300KO,2018-01-04,2018-04-30,672,"87,57",116,5.793103448275862,35
18708,0300KO,2018-01-05,2018-05-31,702,"91,18",146,4.808219178082192,35
18709,0300KO,2018-01-06,2018-06-30,679,"88,41",175,3.88,35
18710,0300KO,2018-01-07,2018-07-31,709,"92,07",205,3.4585365853658536,35
18711,0300KO,2018-01-08,2018-08-31,740,"95,81",235,3.148936170212766,35
18712,0300KO,2018-01-09,2018-09-30,681,"89,23",264,2.5795454545454546,35
18713,0300KO,2018-01-10,2018-10-31,698,"91,30",294,2.3741496598639458,35
18714,0300KO,2018-01-11,2018-11-30,708,"92,51",323,2.191950464396285,35
18715,0300KO,2018-01-12,2018-12-31,782,"101,49",353,2.215297450424929,35
18716,0300KO,2019-01-01,2019-01-31,817,"115,85",30,27.233333333333334,35
18717,0300KO,2019-01-02,2019-02-28,677,"97,15",57,11.87719298245614,35
18718,0300KO,2019-01-03,2019-03-31,709,"101,42",87,8.149425287356323,35
18719,0300KO,2019-01-04,2019-04-30,676,"97,01",116,5.827586206896552,35
18720,0300KO,2019-01-05,2019-05-31,701,"100,35",146,4.801369863013699,35
18721,0300KO,2019-01-06,2019-06-30,713,"101,96",175,4.074285714285714,35
18722,0300KO,2019-01-07,2019-07-31,721,"103,03",205,3.5170731707317073,35
18723,0300KO,2019-01-08,2019-08-31,730,"104,23",235,3.106382978723404,35
18724,0300KO,2019-01-09,2019-09-30,678,"97,28",264,2.5681818181818183,35
18725,0300KO,2019-01-10,2019-10-31,702,"100,49",294,2.3877551020408165,35
18726,0300KO,2019-01-11,2019-11-30,869,"122,80",323,2.6904024767801857,35
18727,0300KO,2019-01-12,2019-12-31,952,"133,89",353,2.696883852691218,35
18728,0300KO,2020-01-01,2020-01-31,958,"134,40",30,31.933333333333334,35
18729,0300KO,2020-01-02,2020-02-29,900,"126,72",58,15.517241379310345,35
18730,0300KO,2020-01-03,2020-03-31,978,"137,05",88,11.113636363636363,35
18731,0300KO,2020-01-04,2020-04-30,952,"133,61",117,8.136752136752136,35
18732,0300KO,2020-01-05,2020-05-31,982,"137,58",147,6.680272108843537,35
18733,0300KO,2020-01-06,2020-06-30,956,"134,14",176,5.431818181818182,35
18734,0300KO,2020-01-07,2020-07-31,987,"138,24",206,4.79126213592233,35
18735,0300KO,2020-01-08,2020-08-31,992,"138,90",236,4.203389830508475,35
18736,0300KO,2020-01-09,2020-09-30,944,"132,55",265,3.5622641509433963,35
18737,0300KO,2020-01-10,2020-10-31,974,"136,52",295,3.301694915254237,35
18738,0300KO,2020-01-11,2020-11-30,935,"123,86",324,2.8858024691358026,35
18739,0301BB,2018-01-01,2018-12-31,11026,"1 647,14",364,30.291208791208792,21
18740,0301BB,2019-01-01,2019-04-30,3919,"570,45",119,32.9327731092437,21
18741,0301BB,2019-01-05,2019-05-31,893,"132,28",146,6.116438356164384,21
18742,0301BB,2019-01-06,2019-06-30,789,"103,02",175,4.508571428571429,21
18743,0301BB,2019-01-07,2019-07-31,807,"104,64",205,3.9365853658536585,21
18744,0301BB,2019-01-08,2019-08-31,809,"105,26",235,3.442553191489362,21
18745,0301BB,2019-01-09,2019-09-30,809,"104,45",264,3.0643939393939394,21
18746,0301BB,2019-01-10,2019-10-31,885,"113,42",294,3.010204081632653,21
18747,0301BB,2019-01-11,2019-11-30,913,"117,20",323,2.8266253869969042,21
18748,0301BB,2019-01-12,2019-12-31,1045,"132,91",353,2.960339943342776,21
18749,0301BB,2020-01-01,2020-01-31,1058,"154,27",30,35.266666666666666,21
18750,0301BB,2020-01-02,2020-02-29,981,"143,94",58,16.913793103448278,21
18751,0301BB,2020-01-03,2020-03-31,994,"145,00",88,11.295454545454545,21
18752,0301BB,2020-01-04,2020-04-30,863,"126,16",117,7.3760683760683765,21
18753,0301BB,2020-01-05,2020-05-31,737,"109,77",147,5.01360544217687,21
18754,0301BB,2020-01-06,2020-06-30,746,"111,28",176,4.238636363636363,21
18755,0301BB,2020-01-07,2020-07-31,1014,"148,34",206,4.922330097087379,21
18756,0301BB,2020-01-08,2020-08-31,1019,"149,07",236,4.317796610169491,21
18757,0301BB,2020-01-09,2020-09-30,978,"143,52",265,3.690566037735849,21
18758,0301BB,2020-01-10,2020-10-31,991,"144,92",295,3.359322033898305,21
18759,0301BB,2020-01-11,2020-11-30,981,"135,33",324,3.0277777777777777,21
18760,0301BR,2018-01-01,2018-12-31,28916,"3 339,95",364,79.43956043956044,4
18761,0301BR,2019-01-01,2019-06-23,13669,"1 553,00",173,79.01156069364161,4
18762,0301BR,2019-06-24,2019-12-31,14209,"1 620,66",190,74.78421052631579,4
18763,0301BR,2020-01-01,2020-10-27,25749,"3 410,39",300,85.83,4
18764,0301KO,2018-01-01,2018-01-31,2148,"264,80",30,71.6,35
18765,0301KO,2018-01-02,2018-02-28,1956,"241,67",57,34.31578947368421,35
18766,0301KO,2018-01-03,2018-03-31,2165,"266,85",87,24.885057471264368,35
18767,0301KO,2018-01-04,2018-04-30,2098,"258,78",116,18.086206896551722,35
18768,0301KO,2018-01-05,2018-05-31,2178,"268,41",146,14.917808219178083,35
18769,0301KO,2018-01-06,2018-06-30,2121,"261,55",175,12.12,35
18770,0301KO,2018-01-07,2018-07-31,2211,"272,54",205,10.785365853658536,35
18771,0301KO,2018-01-08,2018-08-31,2247,"276,88",235,9.561702127659574,35
18772,0301KO,2018-01-09,2018-09-30,2131,"264,58",264,8.071969696969697,35
18773,0301KO,2018-01-10,2018-10-31,2229,"276,47",294,7.581632653061225,35
18774,0301KO,2018-01-11,2018-11-30,2384,"295,28",323,7.3808049535603715,35
18775,0301KO,2018-01-12,2018-12-31,2835,"350,00",353,8.031161473087819,35
18776,0301KO,2019-01-01,2019-01-31,3013,"408,66",30,100.43333333333334,35
18777,0301KO,2019-01-02,2019-02-28,2388,"325,15",57,41.89473684210526,35
18778,0301KO,2019-01-03,2019-03-31,2351,"320,21",87,27.022988505747126,35
18779,0301KO,2019-01-04,2019-04-30,2154,"293,89",116,18.56896551724138,35
18780,0301KO,2019-01-05,2019-05-31,2204,"300,57",146,15.095890410958905,35
18781,0301KO,2019-01-06,2019-06-30,2105,"287,34",175,12.028571428571428,35
18782,0301KO,2019-01-07,2019-07-31,2290,"312,06",205,11.170731707317072,35
18783,0301KO,2019-01-08,2019-08-31,2246,"306,18",235,9.557446808510639,35
18784,0301KO,2019-01-09,2019-09-30,2119,"289,21",264,8.026515151515152,35
18785,0301KO,2019-01-10,2019-10-31,2208,"301,10",294,7.510204081632653,35
18786,0301KO,2019-01-11,2019-11-30,2130,"290,68",323,6.594427244582043,35
18787,0301KO,2019-01-12,2019-12-31,2148,"293,09",353,6.084985835694051,35
18788,0301KO,2020-01-01,2020-01-31,2149,"291,50",30,71.63333333333334,35
18789,0301KO,2020-01-02,2020-02-29,2008,"272,82",58,34.62068965517241,35
18790,0301KO,2020-01-03,2020-03-31,2170,"294,28",88,24.65909090909091,35
18791,0301KO,2020-01-04,2020-04-30,2125,"288,32",117,18.162393162393162,35
18792,0301KO,2020-01-05,2020-05-31,2187,"296,53",147,14.877551020408163,35
18793,0301KO,2020-01-06,2020-06-30,2122,"287,92",176,12.056818181818182,35
18794,0301KO,2020-01-07,2020-07-31,2153,"292,03",206,10.451456310679612,35
18795,0301KO,2020-01-08,2020-08-31,2078,"282,09",236,8.805084745762711,35
18796,0301KO,2020-01-09,2020-09-30,1964,"266,99",265,7.411320754716981,35
18797,0301KO,2020-01-10,2020-10-31,2017,"274,01",295,6.83728813559322,35
18798,0301KO,2020-01-11,2020-11-30,1957,"266,06",324,6.040123456790123,35
18799,0302BB,2018-01-01,2018-12-31,14901,"2 076,46",364,40.93681318681319,2
18800,0302BB,2019-01-01,2019-12-31,19999,"2 705,22",364,54.94230769230769,2
18801,0302BR,2018-01-01,2018-12-31,11011,"1 404,75",364,30.25,3
18802,0302BR,2019-01-01,2019-11-06,4887,"614,21",309,15.815533980582524,3
18803,0302BR,2019-12-06,2019-12-31,7704,"929,63",25,308.16,3
18804,0303BB,2018-01-01,2018-01-31,1182,"181,18",30,39.4,35
18805,0303BB,2018-01-02,2018-02-28,1165,"178,34",57,20.43859649122807,35
18806,0303BB,2018-01-03,2018-03-31,1174,"179,54",87,13.494252873563218,35
18807,0303BB,2018-01-04,2018-04-30,1030,"162,63",116,8.879310344827585,35
18808,0303BB,2018-01-05,2018-05-31,1069,"167,81",146,7.321917808219178,35
18809,0303BB,2018-01-06,2018-06-30,1043,"164,06",175,5.96,35
18810,0303BB,2018-01-07,2018-07-31,1091,"160,03",205,5.321951219512195,35
18811,0303BB,2018-01-08,2018-08-31,1109,"147,27",235,4.719148936170213,35
18812,0303BB,2018-01-09,2018-09-30,1027,"136,98",264,3.890151515151515,35
18813,0303BB,2018-01-10,2018-10-31,1048,"139,48",294,3.564625850340136,35
18814,0303BB,2018-01-11,2018-11-30,1066,"141,38",323,3.3003095975232197,35
18815,0303BB,2018-01-12,2018-12-31,1140,"150,75",353,3.229461756373938,35
18816,0303BB,2019-01-01,2019-01-31,1138,"144,03",30,37.93333333333333,35
18817,0303BB,2019-01-02,2019-02-28,986,"125,75",57,17.29824561403509,35
18818,0303BB,2019-01-03,2019-03-31,1072,"136,21",87,12.32183908045977,35
18819,0303BB,2019-01-04,2019-04-30,1035,"132,03",116,8.922413793103448,35
18820,0303BB,2019-01-05,2019-05-31,1271,"160,29",146,8.705479452054794,35
18821,0303BB,2019-01-06,2019-06-30,1413,"177,56",175,8.074285714285715,35
18822,0303BB,2019-01-07,2019-07-31,1475,"184,95",205,7.195121951219512,35
18823,0303BB,2019-01-08,2019-08-31,1532,"192,04",235,6.519148936170213,35
18824,0303BB,2019-01-09,2019-09-30,1452,"182,29",264,5.5,35
18825,0303BB,2019-01-10,2019-10-31,1500,"187,90",294,5.1020408163265305,35
18826,0303BB,2019-01-11,2019-11-30,1450,"182,01",323,4.489164086687307,35
18827,0303BB,2019-01-12,2019-12-31,1508,"188,70",353,4.2719546742209635,35
18828,0303BB,2020-01-01,2020-01-31,1516,"218,11",30,50.53333333333333,35
18829,0303BB,2020-01-02,2020-02-29,1410,"203,11",58,24.310344827586206,35
18830,0303BB,2020-01-03,2020-03-31,1525,"219,70",88,17.329545454545453,35
18831,0303BB,2020-01-04,2020-04-30,1477,"212,59",117,12.623931623931623,35
18832,0303BB,2020-01-05,2020-05-31,1522,"218,92",147,10.353741496598639,35
18833,0303BB,2020-01-06,2020-06-30,1473,"212,15",176,8.369318181818182,35
18834,0303BB,2020-01-07,2020-07-31,1539,"221,51",206,7.470873786407767,35
18835,0303BB,2020-01-08,2020-08-31,1555,"223,81",236,6.588983050847458,35
18836,0303BB,2020-01-09,2020-09-30,1471,"212,24",265,5.550943396226415,35
18837,0303BB,2020-01-10,2020-10-31,1513,"217,68",295,5.128813559322034,35
18838,0303BB,2020-01-11,2020-11-30,1486,"205,91",324,4.58641975308642,35
18839,0303BR,2018-01-01,2018-03-31,6414,"695,74",89,72.06741573033707,11
18840,0303BR,2018-01-04,2018-06-30,9120,"1 289,02",177,51.52542372881356,11
18841,0303BR,2018-01-07,2018-09-30,9649,"1 418,86",266,36.274436090225564,11
18842,0303BR,2018-01-10,2018-12-31,10114,"1 164,81",355,28.49014084507042,11
18843,0303BR,2019-01-01,2019-03-31,10100,"1 111,81",89,113.48314606741573,11
18844,0303BR,2019-01-04,2019-06-30,9637,"1 260,81",177,54.44632768361582,11
18845,0303BR,2019-01-07,2019-09-30,9926,"1 521,64",266,37.31578947368421,11
18846,0303BR,2019-01-10,2019-12-31,9603,"1 086,10",355,27.050704225352113,11
18847,0303BR,2020-01-01,2020-03-31,9202,"1 007,25",90,102.24444444444444,11
18848,0303BR,2020-01-04,2020-06-30,9012,"1 096,76",178,50.62921348314607,11
18849,0303BR,2020-01-07,2020-09-30,9300,"1 325,06",267,34.831460674157306,11
18850,0303KO,2018-01-01,2018-01-31,1837,"227,33",30,61.233333333333334,35
18851,0303KO,2018-01-02,2018-02-28,1697,"210,46",57,29.771929824561404,35
18852,0303KO,2018-01-03,2018-03-31,1925,"218,07",87,22.126436781609197,35
18853,0303KO,2018-01-04,2018-04-30,1876,"213,43",116,16.17241379310345,35
18854,0303KO,2018-01-05,2018-05-31,1957,"221,13",146,13.404109589041095,35
18855,0303KO,2018-01-06,2018-06-30,1909,"216,59",175,10.90857142857143,35
18856,0303KO,2018-01-07,2018-07-31,2006,"225,92",205,9.785365853658536,35
18857,0303KO,2018-01-08,2018-08-31,2013,"226,61",235,8.565957446808511,35
18858,0303KO,2018-01-09,2018-09-30,1912,"218,43",264,7.242424242424242,35
18859,0303KO,2018-01-10,2018-10-31,1948,"221,91",294,6.625850340136054,35
18860,0303KO,2018-01-11,2018-11-30,1871,"214,54",323,5.792569659442725,35
18861,0303KO,2018-01-12,2018-12-31,1917,"218,92",353,5.430594900849858,35
18862,0303KO,2019-01-01,2019-01-31,1919,"243,35",30,63.96666666666667,35
18863,0303KO,2019-01-02,2019-02-28,1736,"223,56",57,30.45614035087719,35
18864,0303KO,2019-01-03,2019-03-31,1913,"242,67",87,21.988505747126435,35
18865,0303KO,2019-01-04,2019-04-30,1857,"236,72",116,16.00862068965517,35
18866,0303KO,2019-01-05,2019-05-31,1928,"244,36",146,13.205479452054794,35
18867,0303KO,2019-01-06,2019-06-30,1914,"242,79",175,10.937142857142858,35
18868,0303KO,2019-01-07,2019-07-31,1978,"249,76",205,9.648780487804878,35
18869,0303KO,2019-01-08,2019-08-31,1975,"249,42",235,8.404255319148936,35
18870,0303KO,2019-01-09,2019-09-30,1873,"238,40",264,7.09469696969697,35
18871,0303KO,2019-01-10,2019-10-31,1932,"244,81",294,6.571428571428571,35
18872,0303KO,2019-01-11,2019-11-30,1856,"236,60",323,5.746130030959752,35
18873,0303KO,2019-01-12,2019-12-31,1921,"243,57",353,5.441926345609065,35
18874,0303KO,2020-01-01,2020-01-31,1915,"237,10",30,63.833333333333336,35
18875,0303KO,2020-01-02,2020-02-29,1787,"223,78",58,30.810344827586206,35
18876,0303KO,2020-01-03,2020-03-31,1926,"238,29",88,21.886363636363637,35
18877,0303KO,2020-01-04,2020-04-30,1863,"231,69",117,15.923076923076923,35
18878,0303KO,2020-01-05,2020-05-31,1923,"237,97",147,13.081632653061224,35
18879,0303KO,2020-01-06,2020-06-30,1894,"234,94",176,10.761363636363637,35
18880,0303KO,2020-01-07,2020-07-31,2094,"255,73",206,10.16504854368932,35
18881,0303KO,2020-01-08,2020-08-31,2087,"255,08",236,8.84322033898305,35
18882,0303KO,2020-01-09,2020-09-30,1983,"244,25",265,7.483018867924528,35
18883,0303KO,2020-01-10,2020-10-31,2010,"247,07",295,6.813559322033898,35
18884,0303KO,2020-01-11,2020-11-30,1902,"198,06",324,5.87037037037037,35
18885,0304BB,2018-01-01,2018-12-31,15130,"2 171,88",364,41.565934065934066,24
18886,0304BB,2019-01-01,2019-01-31,1245,"175,13",30,41.5,24
18887,0304BB,2019-01-02,2019-02-28,1138,"148,61",57,19.964912280701753,24
18888,0304BB,2019-01-03,2019-03-31,1283,"166,17",87,14.74712643678161,24
18889,0304BB,2019-01-04,2019-04-30,1264,"163,94",116,10.89655172413793,24
18890,0304BB,2019-01-05,2019-05-31,1319,"170,34",146,9.034246575342467,24
18891,0304BB,2019-01-06,2019-06-30,1347,"173,77",175,7.6971428571428575,24
18892,0304BB,2019-01-07,2019-07-31,1388,"178,72",205,6.770731707317073,24
18893,0304BB,2019-01-08,2019-08-31,1406,"180,94",235,5.982978723404256,24
18894,0304BB,2019-01-09,2019-09-30,1322,"170,83",264,5.007575757575758,24
18895,0304BB,2019-01-10,2019-10-31,1340,"172,85",294,4.557823129251701,24
18896,0304BB,2019-01-11,2019-11-30,1275,"164,96",323,3.9473684210526314,24
18897,0304BB,2019-01-12,2019-12-31,1299,"167,83",353,3.679886685552408,24
18898,0304BB,2020-01-01,2020-01-31,1299,"192,25",30,43.3,24
18899,0304BB,2020-01-02,2020-02-29,1211,"180,28",58,20.879310344827587,24
18900,0304BB,2020-01-03,2020-03-31,1329,"196,88",88,15.102272727272727,24
18901,0304BB,2020-01-04,2020-04-30,1449,"212,98",117,12.384615384615385,24
18902,0304BB,2020-01-05,2020-05-31,1763,"256,18",147,11.993197278911564,24
18903,0304BB,2020-01-06,2020-06-30,1825,"265,52",176,10.369318181818182,24
18904,0304BB,2020-01-07,2020-07-31,1891,"274,88",206,9.179611650485437,24
18905,0304BB,2020-01-08,2020-08-31,1956,"282,98",236,8.288135593220339,24
18906,0304BB,2020-01-09,2020-09-30,1856,"269,19",265,7.003773584905661,24
18907,0304BB,2020-01-10,2020-10-31,1900,"275,16",295,6.440677966101695,24
18908,0304BB,2020-01-11,2020-11-30,1874,"259,77",324,5.783950617283951,24
18909,0304BR,2018-01-01,2018-01-31,2838,"313,45",30,94.6,35
18910,0304BR,2018-01-02,2018-02-28,2556,"283,37",57,44.8421052631579,35
18911,0304BR,2018-01-03,2018-03-31,2840,"313,39",87,32.64367816091954,35
18912,0304BR,2018-01-04,2018-04-30,2846,"312,87",116,24.53448275862069,35
18913,0304BR,2018-01-05,2018-05-31,3013,"330,56",146,20.636986301369863,35
18914,0304BR,2018-01-06,2018-06-30,2947,"323,41",175,16.84,35
18915,0304BR,2018-01-07,2018-07-31,2918,"320,14",205,14.234146341463415,35
18916,0304BR,2018-01-08,2018-08-31,2944,"322,66",235,12.527659574468085,35
18917,0304BR,2018-01-09,2018-09-30,2761,"306,28",264,10.458333333333334,35
18918,0304BR,2018-01-10,2018-10-31,2799,"310,91",294,9.520408163265307,35
18919,0304BR,2018-01-11,2018-11-30,2666,"297,03",323,8.253869969040247,35
18920,0304BR,2018-01-12,2018-12-31,2755,"306,96",353,7.804532577903683,35
18921,0304BR,2019-01-01,2019-01-31,2747,"298,97",30,91.56666666666666,35
18922,0304BR,2019-01-02,2019-02-28,2501,"272,72",57,43.87719298245614,35
18923,0304BR,2019-01-03,2019-03-31,2793,"303,23",87,32.10344827586207,35
18924,0304BR,2019-01-04,2019-04-30,2716,"294,82",116,23.413793103448278,35
18925,0304BR,2019-01-05,2019-05-31,2813,"305,07",146,19.267123287671232,35
18926,0304BR,2019-01-06,2019-06-30,2862,"308,70",175,16.354285714285716,35
18927,0304BR,2019-01-07,2019-07-31,2998,"323,91",205,14.62439024390244,35
18928,0304BR,2019-01-08,2019-08-31,3042,"328,79",235,12.94468085106383,35
18929,0304BR,2019-01-09,2019-09-30,2856,"309,73",264,10.818181818181818,35
18930,0304BR,2019-01-10,2019-10-31,2905,"315,15",294,9.880952380952381,35
18931,0304BR,2019-01-11,2019-11-30,2770,"301,02",323,8.575851393188854,35
18932,0304BR,2019-01-12,2019-12-31,2836,"308,05",353,8.03399433427762,35
18933,0304BR,2020-01-01,2020-01-31,2961,"381,59",30,98.7,35
18934,0304BR,2020-01-02,2020-02-29,2918,"375,74",58,50.310344827586206,35
18935,0304BR,2020-01-03,2020-03-31,3121,"399,30",88,35.46590909090909,35
18936,0304BR,2020-01-04,2020-04-30,3039,"388,89",117,25.974358974358974,35
18937,0304BR,2020-01-05,2020-05-31,3135,"400,90",147,21.3265306122449,35
18938,0304BR,2020-01-06,2020-06-30,3079,"393,66",176,17.494318181818183,35
18939,0304BR,2020-01-07,2020-07-31,3258,"415,77",206,15.815533980582524,35
18940,0304BR,2020-01-08,2020-08-31,3301,"420,97",236,13.98728813559322,35
18941,0304BR,2020-01-09,2020-09-30,3155,"403,05",265,11.90566037735849,35
18942,0304BR,2020-01-10,2020-10-31,3232,"412,90",295,10.95593220338983,35
18943,0304BR,2020-01-11,2020-11-30,3079,"385,32",324,9.503086419753087,35
18944,0304KO,2018-01-01,2018-07-31,10204,"1 396,80",211,48.360189573459714,29
18945,0304KO,2018-01-08,2018-08-31,1655,"223,52",235,7.042553191489362,29
18946,0304KO,2018-01-09,2018-09-30,2077,"276,03",264,7.867424242424242,29
18947,0304KO,2018-01-10,2018-10-31,2256,"281,55",294,7.673469387755102,29
18948,0304KO,2018-01-11,2018-11-30,2186,"273,05",323,6.767801857585139,29
18949,0304KO,2018-01-12,2018-12-31,2258,"281,79",353,6.396600566572238,29
18950,0304KO,2019-01-01,2019-01-31,2254,"309,07",30,75.13333333333334,29
18951,0304KO,2019-01-02,2019-02-28,2044,"281,01",57,35.85964912280702,29
18952,0304KO,2019-01-03,2019-03-31,2267,"310,81",87,26.057471264367816,29
18953,0304KO,2019-01-04,2019-04-30,2198,"301,59",116,18.948275862068964,29
18954,0304KO,2019-01-05,2019-05-31,2275,"311,87",146,15.582191780821917,29
18955,0304KO,2019-01-06,2019-06-30,2237,"306,80",175,12.782857142857143,29
18956,0304KO,2019-01-07,2019-07-31,2311,"316,68",205,11.273170731707317,29
18957,0304KO,2019-01-08,2019-08-31,2333,"319,62",235,9.927659574468086,29
18958,0304KO,2019-01-09,2019-09-30,2234,"306,40",264,8.462121212121213,29
18959,0304KO,2019-01-10,2019-10-31,2306,"316,02",294,7.843537414965986,29
18960,0304KO,2019-01-11,2019-11-30,2223,"304,93",323,6.882352941176471,29
18961,0304KO,2019-01-12,2019-12-31,2300,"315,21",353,6.515580736543909,29
18962,0304KO,2020-01-01,2020-01-31,2304,"314,07",30,76.8,29
18963,0304KO,2020-01-02,2020-02-29,2160,"294,99",58,37.241379310344826,29
18964,0304KO,2020-01-03,2020-03-31,2324,"316,72",88,26.40909090909091,29
18965,0304KO,2020-01-04,2020-04-30,2259,"308,11",117,19.307692307692307,29
18966,0304KO,2020-01-05,2020-05-31,2304,"314,07",147,15.673469387755102,29
18967,0304KO,2020-01-06,2020-06-30,2246,"306,39",176,12.761363636363637,29
18968,0304KO,2020-01-07,2020-07-31,2288,"311,95",206,11.106796116504855,29
18969,0304KO,2020-01-08,2020-08-31,2084,"284,93",236,8.830508474576272,29
18970,0304KO,2020-01-09,2020-09-30,1992,"272,74",265,7.516981132075472,29
